,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
266,"['Shield Dust', 'Compoundeyes']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50.0,3840,70,385,45,Poison Moth Pokémon,70.0,1000000,1.2,60.0,Dokucaleドクケイル,Dustox,50.0,269,50.0,90.0,65.0,Bug,Poison,31.6,3,0
267,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30.0,3840,70,220,255,Water Weed Pokémon,30.0,1059860,0.5,40.0,Hassbohハスボー,Lotad,50.0,270,40.0,50.0,30.0,Water,Grass,2.6,3,0
268,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50.0,3840,70,340,120,Jolly Pokémon,50.0,1059860,1.2,60.0,Hasubreroハスブレロ,Lombre,50.0,271,60.0,70.0,50.0,Water,Grass,32.5,3,0
269,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70.0,3840,70,480,45,Carefree Pokémon,70.0,1059860,1.5,80.0,Runpappaルンパッパ,Ludicolo,50.0,272,90.0,100.0,70.0,Water,Grass,55.0,3,0
270,"['Chlorophyll', 'Early Bird', 'Pickpocket']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40.0,3840,70,220,255,Acorn Pokémon,50.0,1059860,0.5,40.0,Tanebohタネボー,Seedot,50.0,273,30.0,30.0,30.0,Grass,,4.0,3,0
271,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70.0,3840,70,340,120,Wily Pokémon,40.0,1059860,1.0,70.0,Konohanaコノハナ,Nuzleaf,50.0,274,60.0,40.0,60.0,Grass,Dark,28.0,3,0
272,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100.0,3840,70,480,45,Wickid Pokémon,60.0,1059860,1.3,90.0,Dirtengダーテング,Shiftry,50.0,275,90.0,60.0,80.0,Grass,Dark,59.6,3,0
273,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55.0,3840,70,270,200,TinySwallow Pokémon,30.0,1059860,0.3,40.0,Subameスバメ,Taillow,50.0,276,30.0,30.0,85.0,Normal,Flying,2.3,3,0
274,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85.0,3840,70,455,45,Swallow Pokémon,60.0,1059860,0.7,60.0,Ohsubameオオスバメ,Swellow,50.0,277,50.0,50.0,125.0,Normal,Flying,19.8,3,0
275,"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30.0,5120,70,270,190,Seagull Pokémon,30.0,1000000,0.6,40.0,Camomeキャモメ,Wingull,50.0,278,55.0,30.0,85.0,Water,Flying,9.5,3,0
276,"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50.0,5120,70,440,45,Water Bird Pokémon,100.0,1000000,1.2,60.0,Pelipperペリッパー,Pelipper,50.0,279,85.0,70.0,65.0,Water,Flying,28.0,3,0
277,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25.0,5120,35,198,235,Feeling Pokémon,25.0,1250000,0.4,28.0,Raltsラルトス,Ralts,50.0,280,45.0,35.0,40.0,Psychic,Fairy,6.6,3,0
278,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35.0,5120,35,278,120,Emotion Pokémon,35.0,1250000,0.8,38.0,Kirliaキルリア,Kirlia,50.0,281,65.0,55.0,50.0,Psychic,Fairy,20.2,3,0
279,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,65.0,5120,35,618,45,Embrace Pokémon,65.0,1250000,1.6,68.0,Sirnightサーナイト,Gardevoir,50.0,282,125.0,115.0,80.0,Psychic,Fairy,48.4,3,0
280,"['Swift Swim', 'Rain Dish']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30.0,3840,70,269,200,Pond Skater Pokémon,32.0,1000000,0.5,40.0,Ametamaアメタマ,Surskit,50.0,283,50.0,52.0,65.0,Bug,Water,1.7,3,0
281,"['Intimidate', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60.0,3840,70,454,75,Eyeball Pokémon,62.0,1000000,0.8,70.0,Amemothアメモース,Masquerain,50.0,284,80.0,82.0,60.0,Bug,Flying,3.6,3,0
282,"['Effect Spore', 'Poison Heal', 'Quick Feet']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40.0,3840,70,295,255,Mushroom Pokémon,60.0,1640000,0.4,60.0,Kinococoキノココ,Shroomish,50.0,285,40.0,60.0,35.0,Grass,,4.5,3,0
283,"['Effect Spore', 'Poison Heal', 'Technician']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130.0,3840,70,460,90,Mushroom Pokémon,80.0,1640000,1.2,60.0,Kinogassaキノガッサ,Breloom,50.0,286,60.0,60.0,70.0,Grass,Fighting,39.2,3,0
284,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,3840,70,280,255,Slacker Pokémon,60.0,1250000,0.8,60.0,Namakeroナマケロ,Slakoth,50.0,287,35.0,35.0,30.0,Normal,,24.0,3,0
285,['Vital Spirit'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,3840,70,440,120,Wild Monkey Pokémon,80.0,1250000,1.4,80.0,Yarukimonoヤルキモノ,Vigoroth,50.0,288,55.0,55.0,90.0,Normal,,46.5,3,0
286,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.0,3840,70,670,45,Lazy Pokémon,100.0,1250000,2.0,150.0,Kekkingケッキング,Slaking,50.0,289,95.0,65.0,100.0,Normal,,130.5,3,0
287,"['Compoundeyes', 'Run Away']",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45.0,3840,70,266,255,Trainee Pokémon,90.0,600000,0.5,31.0,Tutininツチニン,Nincada,50.0,290,30.0,30.0,40.0,Bug,Ground,5.5,3,0
288,"['Speed Boost', 'Infiltrator']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90.0,3840,70,456,120,Ninja Pokémon,45.0,600000,0.8,61.0,Tekkaninテッカニン,Ninjask,50.0,291,50.0,50.0,160.0,Bug,Flying,12.0,3,0
289,['Wonder Guard'],0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90.0,3840,70,236,45,Shed Pokémon,45.0,600000,0.8,1.0,Nukeninヌケニン,Shedinja,,292,30.0,30.0,40.0,Bug,Ghost,1.2,3,0
290,"['Soundproof', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.0,5120,70,240,190,Whisper Pokémon,23.0,1059860,0.6,64.0,Gonyonyoゴニョニョ,Whismur,50.0,293,51.0,23.0,28.0,Normal,,16.3,3,0
291,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,5120,70,360,120,Big Voice Pokémon,43.0,1059860,1.0,84.0,Dogohmbドゴーム,Loudred,50.0,294,71.0,43.0,48.0,Normal,,40.5,3,0
292,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0,5120,70,490,45,Loud Noise Pokémon,63.0,1059860,1.5,104.0,Bakuongバクオング,Exploud,50.0,295,91.0,73.0,68.0,Normal,,84.0,3,0
293,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60.0,5120,70,237,180,Guts Pokémon,30.0,1640000,1.0,72.0,Makunoshitaマクノシタ,Makuhita,75.4,296,20.0,30.0,25.0,Fighting,,86.4,3,0
294,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120.0,5120,70,474,200,Arm Thrust Pokémon,60.0,1640000,2.3,144.0,Hariteyamaハリテヤマ,Hariyama,75.4,297,40.0,60.0,50.0,Fighting,,253.8,3,0
295,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20.0,2560,70,190,150,Polka Dot Pokémon,40.0,800000,0.2,50.0,Ruririルリリ,Azurill,24.6,298,20.0,40.0,20.0,Normal,Fairy,2.0,3,0
296,"['Sturdy', 'Magnet Pull', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45.0,5120,70,375,255,Compass Pokémon,135.0,1000000,1.0,30.0,Nosepassノズパス,Nosepass,50.0,299,45.0,90.0,30.0,Rock,,97.0,3,0
297,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.0,3840,70,260,255,Kitten Pokémon,45.0,800000,0.6,50.0,Enecoエネコ,Skitty,24.6,300,35.0,35.0,50.0,Normal,,11.0,3,0
298,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,3840,70,400,60,Prim Pokémon,65.0,800000,1.1,70.0,Enekororoエネコロロ,Delcatty,24.6,301,55.0,55.0,70.0,Normal,,32.6,3,0
299,"['Keen Eye', 'Stall', 'Prankster']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,75.0,6400,35,480,45,Darkness Pokémon,75.0,1059860,0.5,50.0,Yamiramiヤミラミ,Sableye,50.0,302,65.0,65.0,50.0,Dark,Ghost,11.0,3,0
300,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,85.0,5120,70,480,45,Deceiver Pokémon,85.0,800000,0.6,50.0,Kucheatクチート,Mawile,50.0,303,55.0,55.0,50.0,Steel,Fairy,11.5,3,0
301,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70.0,8960,35,330,180,Iron Armor Pokémon,100.0,1250000,0.4,50.0,Cokodoraココドラ,Aron,50.0,304,40.0,40.0,30.0,Steel,Rock,60.0,3,0
302,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90.0,8960,35,430,90,Iron Armor Pokémon,140.0,1250000,0.9,60.0,Kodoraコドラ,Lairon,50.0,305,50.0,50.0,40.0,Steel,Rock,120.0,3,0
303,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,110.0,8960,35,630,45,Iron Armor Pokémon,180.0,1250000,2.1,70.0,Bossgodoraボスゴドラ,Aggron,50.0,306,60.0,60.0,50.0,Steel,Rock,360.0,3,0
304,"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40.0,5120,70,280,180,Meditate Pokémon,55.0,1000000,0.6,30.0,Asananアサナン,Meditite,50.0,307,40.0,55.0,60.0,Fighting,Psychic,11.2,3,0
305,"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,60.0,5120,70,510,90,Meditate Pokémon,75.0,1000000,1.3,60.0,Charemチャーレム,Medicham,50.0,308,60.0,75.0,80.0,Fighting,Psychic,31.5,3,0
306,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45.0,5120,70,295,120,Lightning Pokémon,40.0,1250000,0.6,40.0,Rakuraiラクライ,Electrike,50.0,309,65.0,40.0,65.0,Electric,,15.2,3,0
307,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75.0,5120,70,575,45,Discharge Pokémon,60.0,1250000,1.5,70.0,Livoltライボルト,Manectric,50.0,310,105.0,60.0,105.0,Electric,,40.2,3,0
308,"['Plus', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50.0,5120,70,405,200,Cheering Pokémon,40.0,1000000,0.4,60.0,Prasleプラスル,Plusle,50.0,311,85.0,75.0,95.0,Electric,,4.2,3,0
309,"['Minus', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40.0,5120,70,405,200,Cheering Pokémon,50.0,1000000,0.4,60.0,Minunマイナン,Minun,50.0,312,75.0,85.0,95.0,Electric,,4.2,3,0
310,"['Illuminate', 'Swarm', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73.0,3840,70,430,150,Firefly Pokémon,55.0,600000,0.7,65.0,Barubeatバルビート,Volbeat,100.0,313,47.0,75.0,85.0,Bug,,17.7,3,0
311,"['Oblivious', 'Tinted Lens', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47.0,3840,70,430,150,Firefly Pokémon,55.0,1640000,0.6,65.0,Illumiseイルミーゼ,Illumise,0.0,314,73.0,75.0,85.0,Bug,,17.7,3,0
312,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60.0,5120,70,400,150,Thorn Pokémon,45.0,1059860,0.3,50.0,Roseliaロゼリア,Roselia,50.0,315,100.0,80.0,65.0,Grass,Poison,2.0,3,0
313,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43.0,5120,70,302,225,Stomach Pokémon,53.0,1640000,0.4,70.0,Gokulinゴクリン,Gulpin,50.0,316,43.0,53.0,40.0,Poison,,10.3,3,0
314,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73.0,5120,70,467,75,Poison Bag Pokémon,83.0,1640000,1.7,100.0,Marunoomマルノーム,Swalot,50.0,317,73.0,83.0,55.0,Poison,,80.0,3,0
315,"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90.0,5120,35,305,225,Savage Pokémon,20.0,1250000,0.8,45.0,Kibanhaキバニア,Carvanha,50.0,318,65.0,20.0,65.0,Water,Dark,20.8,3,0
316,"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120.0,5120,35,560,60,Brutal Pokémon,40.0,1250000,1.8,70.0,Samehaderサメハダー,Sharpedo,50.0,319,95.0,40.0,95.0,Water,Dark,88.8,3,0
317,"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70.0,10240,70,400,125,Ball Whale Pokémon,35.0,1640000,2.0,130.0,Hoerukoホエルコ,Wailmer,50.0,320,70.0,35.0,60.0,Water,,130.0,3,0
318,"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90.0,10240,70,500,60,Float Whale Pokémon,45.0,1640000,14.5,170.0,Whalohホエルオー,Wailord,50.0,321,90.0,45.0,60.0,Water,,398.0,3,0
319,"['Oblivious', 'Simple', 'Own Tempo']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60.0,5120,70,305,255,Numb Pokémon,40.0,1000000,0.7,60.0,Donmelドンメル,Numel,50.0,322,65.0,45.0,35.0,Fire,Ground,24.0,3,0
320,"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,100.0,5120,70,560,150,Eruption Pokémon,70.0,1000000,1.9,70.0,Bakuudaバクーダ,Camerupt,50.0,323,105.0,75.0,40.0,Fire,Ground,220.0,3,0
321,"['White Smoke', 'Drought', 'Shell Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85.0,5120,70,470,90,Coal Pokémon,140.0,1000000,0.5,70.0,Cotoiseコータス,Torkoal,50.0,324,85.0,70.0,20.0,Fire,,80.4,3,0
322,"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25.0,5120,70,330,255,Bounce Pokémon,35.0,800000,0.7,60.0,Banebooバネブー,Spoink,50.0,325,70.0,80.0,60.0,Psychic,,30.6,3,0
323,"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45.0,5120,70,470,60,Manipulate Pokémon,65.0,800000,0.9,80.0,Boopigブーピッグ,Grumpig,50.0,326,90.0,110.0,80.0,Psychic,,71.5,3,0
324,"['Own Tempo', 'Tangled Feet', 'Contrary']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,3840,70,360,255,Spot Panda Pokémon,60.0,800000,1.1,60.0,Patcheelパッチール,Spinda,50.0,327,60.0,60.0,60.0,Normal,,5.0,3,0
325,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100.0,5120,70,290,255,Ant Pit Pokémon,45.0,1059860,0.7,45.0,Nuckrarナックラー,Trapinch,50.0,328,45.0,45.0,10.0,Ground,,15.0,3,0
326,['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70.0,5120,70,340,120,Vibration Pokémon,50.0,1059860,1.1,50.0,Vibravaビブラーバ,Vibrava,50.0,329,50.0,50.0,70.0,Ground,Dragon,15.3,3,0
327,['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100.0,5120,70,520,45,Mystic Pokémon,80.0,1059860,2.0,80.0,Flygonフライゴン,Flygon,50.0,330,80.0,80.0,100.0,Ground,Dragon,82.0,3,0
328,"['Sand Veil', 'Water Absorb']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85.0,5120,35,335,190,Cactus Pokémon,40.0,1059860,0.4,50.0,Saboneaサボネア,Cacnea,50.0,331,85.0,40.0,35.0,Grass,,51.3,3,0
329,"['Sand Veil', 'Water Absorb']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115.0,5120,35,475,60,Scarecrow Pokémon,60.0,1059860,1.3,70.0,Noctusノクタス,Cacturne,50.0,332,115.0,60.0,55.0,Grass,Dark,77.4,3,0
330,"['Natural Cure', 'Cloud Nine']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40.0,5120,70,310,255,Cotton Bird Pokémon,60.0,600000,0.4,45.0,Tylttoチルット,Swablu,50.0,333,40.0,75.0,50.0,Normal,Flying,1.2,3,0
331,"['Natural Cure', 'Cloud Nine']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,70.0,5120,70,590,45,Humming Pokémon,90.0,600000,1.1,75.0,Tyltalisチルタリス,Altaria,50.0,334,70.0,105.0,80.0,Dragon,Flying,20.6,3,0
332,"['Immunity', 'Toxic Boost']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115.0,5120,70,458,90,Cat Ferret Pokémon,60.0,600000,1.3,73.0,Zangooseザングース,Zangoose,50.0,335,60.0,60.0,90.0,Normal,,40.3,3,0
333,"['Shed Skin', 'Infiltrator']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100.0,5120,70,458,90,Fang Snake Pokémon,60.0,1640000,2.7,73.0,Habunakeハブネーク,Seviper,50.0,336,100.0,60.0,65.0,Poison,,52.5,3,0
334,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55.0,6400,70,460,45,Meteorite Pokémon,65.0,800000,1.0,70.0,Lunatoneルナトーン,Lunatone,,337,95.0,85.0,70.0,Rock,Psychic,168.0,3,0
335,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95.0,6400,70,460,45,Meteorite Pokémon,85.0,800000,1.2,70.0,Solrockソルロック,Solrock,,338,55.0,65.0,70.0,Rock,Psychic,154.0,3,0
336,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48.0,5120,70,288,190,Whiskers Pokémon,43.0,1000000,0.4,50.0,Dojoachドジョッチ,Barboach,50.0,339,46.0,41.0,60.0,Water,Ground,1.9,3,0
337,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78.0,5120,70,468,75,Whiskers Pokémon,73.0,1000000,0.9,110.0,Namazunナマズン,Whiscash,50.0,340,76.0,71.0,60.0,Water,Ground,23.6,3,0
338,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80.0,3840,70,308,205,Ruffian Pokémon,65.0,1640000,0.6,43.0,Heiganiヘイガニ,Corphish,50.0,341,50.0,35.0,35.0,Water,,11.5,3,0
339,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120.0,3840,70,468,155,Rogue Pokémon,85.0,1640000,1.1,63.0,Shizarigerシザリガー,Crawdaunt,50.0,342,90.0,55.0,55.0,Water,Dark,32.8,3,0
340,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40.0,5120,70,300,255,Clay Doll Pokémon,55.0,1000000,0.5,40.0,Yajilonヤジロン,Baltoy,,343,40.0,70.0,55.0,Ground,Psychic,21.5,3,0
